id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
56361,38926,31070,5751,152063,Cancelled,2024-10-12 11:49:56.000000 UTC,,,,13.640000343322754
56361,38926,31070,5751,152063,Cancelled,2024-10-12 11:49:56.000000 UTC,,,,13.640000343322754
57644,39789,31782,7244,155530,Cancelled,2024-09-27 10:02:16.000000 UTC,,,,29.989999771118164
57644,39789,31782,7244,155530,Cancelled,2024-09-27 10:02:16.000000 UTC,,,,29.989999771118164
58670,40485,32350,8847,158328,Cancelled,2024-10-12 02:16:17.000000 UTC,,,,20.0
58670,40485,32350,8847,158328,Cancelled,2024-10-12 02:16:17.000000 UTC,,,,20.0
58670,40485,32350,8847,158328,Cancelled,2024-10-12 02:16:17.000000 UTC,,,,20.0
58670,40485,32350,8847,158328,Cancelled,2024-10-12 02:16:17.000000 UTC,,,,20.0
64637,44588,35579,14969,174444,Cancelled,2025-06-15 13:10:32.000000 UTC,,,,29.989999771118164
64638,44588,35579,8234,174446,Cancelled,2025-06-16 10:00:21.000000 UTC,,,,196.17999267578125
67594,46636,37225,2729,182488,Cancelled,2025-03-25 00:04:28.000000 UTC,,,,39.950000762939446
67594,46636,37225,2729,182488,Cancelled,2025-03-25 00:04:28.000000 UTC,,,,39.950000762939446
67594,46636,37225,2729,182488,Cancelled,2025-03-25 00:04:28.000000 UTC,,,,39.950000762939446
67594,46636,37225,2729,182488,Cancelled,2025-03-25 00:04:28.000000 UTC,,,,39.950000762939446
69413,47901,38171,2124,187434,Cancelled,2024-10-22 15:46:53.000000 UTC,,,,37.029998779296882
69828,48193,38394,3453,188558,Cancelled,2025-06-19 07:13:32.000000 UTC,,,,89.0
72037,49701,39581,1238,194516,Cancelled,2024-11-15 23:47:47.000000 UTC,,,,31.920000076293945
72038,49701,39581,5009,194518,Cancelled,2024-11-15 01:01:09.000000 UTC,,,,58.5
72855,50245,40020,8024,196715,Cancelled,2025-02-13 12:51:58.000000 UTC,,,,78.459999084472656
72855,50245,40020,8024,196715,Cancelled,2025-02-13 12:51:58.000000 UTC,,,,78.459999084472656
73221,50505,40250,6712,197694,Cancelled,2025-02-23 11:06:19.000000 UTC,,,,25.0
75713,52261,41640,12948,204426,Cancelled,2025-01-12 15:09:42.000000 UTC,,,,35.680000305175781
75713,52261,41640,12948,204426,Cancelled,2025-01-12 15:09:42.000000 UTC,,,,35.680000305175781
77832,53731,42809,6024,210125,Cancelled,2025-09-14 06:56:55.000000 UTC,,,,78.0
77832,53731,42809,6024,210125,Cancelled,2025-09-14 06:56:55.000000 UTC,,,,78.0
80152,55348,44098,3726,216375,Cancelled,2025-08-24 17:13:00.000000 UTC,,,,24.989999771118164
80151,55348,44098,11003,216371,Cancelled,2025-08-25 15:00:58.000000 UTC,,,,25.0
80153,55348,44098,2620,216377,Cancelled,2025-08-27 14:53:32.000000 UTC,,,,124.0
85153,58802,46813,14140,229882,Cancelled,2025-11-21 15:00:11.000000 UTC,,,,6.9899997711181641
85185,58825,46828,3603,229962,Cancelled,2025-06-02 12:51:45.000000 UTC,,,,15.989999771118164
85185,58825,46828,3603,229962,Cancelled,2025-06-02 12:51:45.000000 UTC,,,,15.989999771118164
85185,58825,46828,3603,229962,Cancelled,2025-06-02 12:51:45.000000 UTC,,,,15.989999771118164
86490,59712,47497,11081,233451,Cancelled,2025-06-26 10:36:19.000000 UTC,,,,24.0
86491,59712,47497,2826,233453,Cancelled,2025-06-29 10:33:01.000000 UTC,,,,29.5
86492,59712,47497,1038,233457,Cancelled,2025-06-28 08:12:02.000000 UTC,,,,43.6599998474121
86493,59712,47497,15573,233461,Cancelled,2025-06-26 08:10:49.000000 UTC,,,,62.0
86490,59712,47497,11081,233451,Cancelled,2025-06-26 10:36:19.000000 UTC,,,,24.0
86491,59712,47497,2826,233453,Cancelled,2025-06-29 10:33:01.000000 UTC,,,,29.5
86492,59712,47497,1038,233457,Cancelled,2025-06-28 08:12:02.000000 UTC,,,,43.6599998474121
86493,59712,47497,15573,233461,Cancelled,2025-06-26 08:10:49.000000 UTC,,,,62.0
86490,59712,47497,11081,233451,Cancelled,2025-06-26 10:36:19.000000 UTC,,,,24.0
86491,59712,47497,2826,233453,Cancelled,2025-06-29 10:33:01.000000 UTC,,,,29.5
86492,59712,47497,1038,233457,Cancelled,2025-06-28 08:12:02.000000 UTC,,,,43.6599998474121
86493,59712,47497,15573,233461,Cancelled,2025-06-26 08:10:49.000000 UTC,,,,62.0
86490,59712,47497,11081,233451,Cancelled,2025-06-26 10:36:19.000000 UTC,,,,24.0
86491,59712,47497,2826,233453,Cancelled,2025-06-29 10:33:01.000000 UTC,,,,29.5
86492,59712,47497,1038,233457,Cancelled,2025-06-28 08:12:02.000000 UTC,,,,43.6599998474121
86493,59712,47497,15573,233461,Cancelled,2025-06-26 08:10:49.000000 UTC,,,,62.0
86495,59714,47497,4154,233465,Cancelled,2025-03-11 09:26:24.000000 UTC,,,,24.989999771118164
86496,59714,47497,14382,233468,Cancelled,2025-03-11 08:00:33.000000 UTC,,,,42.950000762939446
86495,59714,47497,4154,233465,Cancelled,2025-03-11 09:26:24.000000 UTC,,,,24.989999771118164
86496,59714,47497,14382,233468,Cancelled,2025-03-11 08:00:33.000000 UTC,,,,42.950000762939446
86495,59714,47497,4154,233465,Cancelled,2025-03-11 09:26:24.000000 UTC,,,,24.989999771118164
86496,59714,47497,14382,233468,Cancelled,2025-03-11 08:00:33.000000 UTC,,,,42.950000762939446
86495,59714,47497,4154,233465,Cancelled,2025-03-11 09:26:24.000000 UTC,,,,24.989999771118164
86496,59714,47497,14382,233468,Cancelled,2025-03-11 08:00:33.000000 UTC,,,,42.950000762939446
89859,62022,49317,8550,242574,Cancelled,2024-11-20 10:48:04.000000 UTC,,,,99.0
91214,62962,50053,13595,246290,Cancelled,2025-07-01 08:10:12.000000 UTC,,,,15.0
91215,62962,50053,8466,246292,Cancelled,2025-06-29 07:21:18.000000 UTC,,,,129.99000549316406
91216,62962,50053,5063,246295,Cancelled,2025-07-02 07:34:07.000000 UTC,,,,170.99000549316406
92643,63930,50852,7387,250183,Cancelled,2025-09-07 01:39:48.000000 UTC,,,,34.9900016784668
92643,63930,50852,7387,250183,Cancelled,2025-09-07 01:39:48.000000 UTC,,,,34.9900016784668
92643,63930,50852,7387,250183,Cancelled,2025-09-07 01:39:48.000000 UTC,,,,34.9900016784668
94289,65061,51758,4623,254581,Cancelled,2025-06-08 01:14:39.000000 UTC,,,,99.0
94290,65061,51758,3214,254583,Cancelled,2025-06-07 23:33:35.000000 UTC,,,,134.0
94289,65061,51758,4623,254581,Cancelled,2025-06-08 01:14:39.000000 UTC,,,,99.0
94290,65061,51758,3214,254583,Cancelled,2025-06-07 23:33:35.000000 UTC,,,,134.0
94289,65061,51758,4623,254581,Cancelled,2025-06-08 01:14:39.000000 UTC,,,,99.0
94290,65061,51758,3214,254583,Cancelled,2025-06-07 23:33:35.000000 UTC,,,,134.0
94289,65061,51758,4623,254581,Cancelled,2025-06-08 01:14:39.000000 UTC,,,,99.0
94290,65061,51758,3214,254583,Cancelled,2025-06-07 23:33:35.000000 UTC,,,,134.0
96555,66613,53009,9074,260624,Cancelled,2025-07-19 22:57:48.000000 UTC,,,,7.690000057220459
96554,66613,53009,8943,260621,Cancelled,2025-07-22 00:04:25.000000 UTC,,,,10.380000114440918
96553,66613,53009,12052,260618,Cancelled,2025-07-21 23:26:07.000000 UTC,,,,19.989999771118164
96552,66613,53009,12168,260615,Cancelled,2025-07-19 22:00:39.000000 UTC,,,,24.0
96555,66613,53009,9074,260624,Cancelled,2025-07-19 22:57:48.000000 UTC,,,,7.690000057220459
96554,66613,53009,8943,260621,Cancelled,2025-07-22 00:04:25.000000 UTC,,,,10.380000114440918
96553,66613,53009,12052,260618,Cancelled,2025-07-21 23:26:07.000000 UTC,,,,19.989999771118164
96552,66613,53009,12168,260615,Cancelled,2025-07-19 22:00:39.000000 UTC,,,,24.0
98564,67981,54086,5285,266043,Cancelled,2025-03-11 16:42:30.000000 UTC,,,,74.0
98756,68112,54194,2524,266578,Cancelled,2025-04-05 07:25:09.000000 UTC,,,,18.0
98756,68112,54194,2524,266578,Cancelled,2025-04-05 07:25:09.000000 UTC,,,,18.0
110215,76005,60541,11835,297580,Cancelled,2025-06-04 07:36:39.000000 UTC,,,,25.0
110216,76005,60541,7359,297584,Cancelled,2025-06-08 05:08:37.000000 UTC,,,,132.0
110215,76005,60541,11835,297580,Cancelled,2025-06-04 07:36:39.000000 UTC,,,,25.0
110216,76005,60541,7359,297584,Cancelled,2025-06-08 05:08:37.000000 UTC,,,,132.0
110215,76005,60541,11835,297580,Cancelled,2025-06-04 07:36:39.000000 UTC,,,,25.0
110216,76005,60541,7359,297584,Cancelled,2025-06-08 05:08:37.000000 UTC,,,,132.0
110215,76005,60541,11835,297580,Cancelled,2025-06-04 07:36:39.000000 UTC,,,,25.0
110216,76005,60541,7359,297584,Cancelled,2025-06-08 05:08:37.000000 UTC,,,,132.0
110858,76440,60869,14379,299340,Cancelled,2025-04-18 08:30:05.000000 UTC,,,,12.130000114440918
113632,78331,62400,8026,306857,Cancelled,2025-02-28 23:23:55.000000 UTC,,,,158.0
113632,78331,62400,8026,306857,Cancelled,2025-02-28 23:23:55.000000 UTC,,,,158.0
119925,82682,65839,13554,323946,Cancelled,2024-11-08 00:38:03.000000 UTC,,,,122.0
124005,85490,68112,5759,334945,Cancelled,2025-09-25 23:52:41.000000 UTC,,,,13.899999618530272
124236,85657,68259,4753,335580,Cancelled,2025-04-23 05:23:14.000000 UTC,,,,74.5
124236,85657,68259,4753,335580,Cancelled,2025-04-23 05:23:14.000000 UTC,,,,74.5
124379,85758,68332,13074,335968,Cancelled,2024-08-08 04:30:25.000000 UTC,,,,96.0
124379,85758,68332,13074,335968,Cancelled,2024-08-08 04:30:25.000000 UTC,,,,96.0
124548,85871,68433,12899,336431,Cancelled,2025-05-26 05:48:32.000000 UTC,,,,60.0
124548,85871,68433,12899,336431,Cancelled,2025-05-26 05:48:32.000000 UTC,,,,60.0
127124,87649,69854,13600,343367,Cancelled,2025-09-01 06:48:38.000000 UTC,,,,24.440000534057617
128200,88390,70445,7918,346285,Cancelled,2025-09-14 21:18:34.000000 UTC,,,,18.479999542236328
128201,88390,70445,5241,346289,Cancelled,2025-09-19 00:13:41.000000 UTC,,,,27.989999771118164
128200,88390,70445,7918,346285,Cancelled,2025-09-14 21:18:34.000000 UTC,,,,18.479999542236328
128201,88390,70445,5241,346289,Cancelled,2025-09-19 00:13:41.000000 UTC,,,,27.989999771118164
128200,88390,70445,7918,346285,Cancelled,2025-09-14 21:18:34.000000 UTC,,,,18.479999542236328
128201,88390,70445,5241,346289,Cancelled,2025-09-19 00:13:41.000000 UTC,,,,27.989999771118164
128200,88390,70445,7918,346285,Cancelled,2025-09-14 21:18:34.000000 UTC,,,,18.479999542236328
128201,88390,70445,5241,346289,Cancelled,2025-09-19 00:13:41.000000 UTC,,,,27.989999771118164
128208,88394,70448,10837,346303,Cancelled,2025-07-22 03:37:12.000000 UTC,,,,8.84000015258789
129306,89149,71005,12187,349294,Cancelled,2024-10-13 12:13:41.000000 UTC,,,,265.51998901367188
129376,89197,71038,7478,349477,Cancelled,2025-02-07 06:32:56.000000 UTC,,,,89.989997863769531
129376,89197,71038,7478,349477,Cancelled,2025-02-07 06:32:56.000000 UTC,,,,89.989997863769531
130763,90128,71791,11563,353209,Cancelled,2025-07-05 01:38:22.000000 UTC,,,,19.989999771118164
130833,90179,71842,144,353387,Cancelled,2025-06-16 12:16:48.000000 UTC,,,,24.690000534057617
132008,90987,72496,171,356560,Cancelled,2025-04-02 16:00:13.000000 UTC,,,,8.5
132007,90987,72496,7851,356558,Cancelled,2025-04-03 14:40:14.000000 UTC,,,,14.229999542236328
132008,90987,72496,171,356560,Cancelled,2025-04-02 16:00:13.000000 UTC,,,,8.5
132007,90987,72496,7851,356558,Cancelled,2025-04-03 14:40:14.000000 UTC,,,,14.229999542236328
132080,91035,72532,14923,356754,Cancelled,2025-10-03 08:25:46.000000 UTC,,,,118.0
135907,93658,74614,2662,367042,Cancelled,2025-10-28 04:38:36.000000 UTC,,,,45.0
136263,93895,74809,5547,368010,Cancelled,2025-01-06 13:58:49.000000 UTC,,,,33.580001831054688
136263,93895,74809,5547,368010,Cancelled,2025-01-06 13:58:49.000000 UTC,,,,33.580001831054688
136548,94084,74956,7873,368778,Cancelled,2025-07-20 08:45:18.000000 UTC,,,,55.0
136547,94084,74956,3135,368775,Cancelled,2025-07-20 12:04:47.000000 UTC,,,,495.0
140819,96991,77231,8961,380296,Cancelled,2025-10-12 12:23:17.000000 UTC,,,,12.0
141796,97646,77734,14632,382932,Cancelled,2025-03-17 12:12:25.000000 UTC,,,,65.75
142089,97858,77902,9222,383717,Cancelled,2025-08-14 17:00:14.000000 UTC,,,,9.9499998092651367
142089,97858,77902,9222,383717,Cancelled,2025-08-14 17:00:14.000000 UTC,,,,9.9499998092651367
146922,101168,80506,7561,396707,Cancelled,2025-06-10 12:31:03.000000 UTC,,,,188.0
153371,105609,84041,5213,414015,Cancelled,2025-08-27 02:46:25.000000 UTC,,,,895.0
153371,105609,84041,5213,414015,Cancelled,2025-08-27 02:46:25.000000 UTC,,,,895.0
153371,105609,84041,5213,414015,Cancelled,2025-08-27 02:46:25.000000 UTC,,,,895.0
153371,105609,84041,5213,414015,Cancelled,2025-08-27 02:46:25.000000 UTC,,,,895.0
155372,106964,85097,9087,419420,Cancelled,2025-02-13 03:25:02.000000 UTC,,,,10.0
155371,106964,85097,3006,419418,Cancelled,2025-02-10 03:49:40.000000 UTC,,,,42.0
156080,107449,85479,12506,421346,Cancelled,2024-12-03 21:46:09.000000 UTC,,,,30.950000762939453
156863,107987,85914,931,423467,Cancelled,2025-05-11 12:55:38.000000 UTC,,,,192.5
156863,107987,85914,931,423467,Cancelled,2025-05-11 12:55:38.000000 UTC,,,,192.5
156863,107987,85914,931,423467,Cancelled,2025-05-11 12:55:38.000000 UTC,,,,192.5
157305,108292,86168,9321,424661,Cancelled,2025-04-17 08:12:11.000000 UTC,,,,12.989999771118164
157306,108292,86168,11011,424663,Cancelled,2025-04-16 07:08:26.000000 UTC,,,,79.0
158515,109131,86817,4679,427950,Cancelled,2025-10-29 01:27:49.000000 UTC,,,,34.5
158516,109131,86817,11726,427952,Cancelled,2025-10-26 02:30:31.000000 UTC,,,,49.0
158515,109131,86817,4679,427950,Cancelled,2025-10-29 01:27:49.000000 UTC,,,,34.5
158516,109131,86817,11726,427952,Cancelled,2025-10-26 02:30:31.000000 UTC,,,,49.0
161121,110894,88182,471,435040,Cancelled,2024-12-25 00:24:21.000000 UTC,,,,22.989999771118164
161120,110894,88182,1650,435037,Cancelled,2024-12-23 00:52:22.000000 UTC,,,,49.5
161121,110894,88182,471,435040,Cancelled,2024-12-25 00:24:21.000000 UTC,,,,22.989999771118164
161120,110894,88182,1650,435037,Cancelled,2024-12-23 00:52:22.000000 UTC,,,,49.5
161848,111406,88598,9852,437000,Cancelled,2024-12-30 05:14:15.000000 UTC,,,,64.0
161848,111406,88598,9852,437000,Cancelled,2024-12-30 05:14:15.000000 UTC,,,,64.0
161848,111406,88598,9852,437000,Cancelled,2024-12-30 05:14:15.000000 UTC,,,,64.0
161849,111407,88598,4371,437002,Cancelled,2025-09-13 03:54:03.000000 UTC,,,,34.900001525878906
161850,111407,88598,2732,437006,Cancelled,2025-09-11 06:01:38.000000 UTC,,,,35.0
161849,111407,88598,4371,437002,Cancelled,2025-09-13 03:54:03.000000 UTC,,,,34.900001525878906
161850,111407,88598,2732,437006,Cancelled,2025-09-11 06:01:38.000000 UTC,,,,35.0
161849,111407,88598,4371,437002,Cancelled,2025-09-13 03:54:03.000000 UTC,,,,34.900001525878906
161850,111407,88598,2732,437006,Cancelled,2025-09-11 06:01:38.000000 UTC,,,,35.0
162454,111816,88917,570,438609,Cancelled,2025-02-04 06:30:07.000000 UTC,,,,17.950000762939453
163160,112303,89290,12296,440514,Cancelled,2025-06-09 07:43:00.000000 UTC,,,,20.950000762939453
163161,112303,89290,9155,440516,Cancelled,2025-06-09 06:20:44.000000 UTC,,,,25.0
163160,112303,89290,12296,440514,Cancelled,2025-06-09 07:43:00.000000 UTC,,,,20.950000762939453
163161,112303,89290,9155,440516,Cancelled,2025-06-09 06:20:44.000000 UTC,,,,25.0
166319,114479,91053,3835,448990,Cancelled,2025-09-24 04:33:53.000000 UTC,,,,26.989999771118164
171986,118388,94180,5713,464284,Cancelled,2025-08-29 00:17:32.000000 UTC,,,,12.989999771118164
171987,118388,94180,7980,464288,Cancelled,2025-08-26 01:05:50.000000 UTC,,,,88.2699966430664
174704,120234,95689,14526,471702,Cancelled,2024-10-31 06:49:21.000000 UTC,,,,34.979999542236328
174705,120234,95689,11934,471704,Cancelled,2024-10-29 07:41:34.000000 UTC,,,,98.0
178518,122849,97717,10658,481970,Cancelled,2025-04-04 17:46:10.000000 UTC,,,,58.0
178518,122849,97717,10658,481970,Cancelled,2025-04-04 17:46:10.000000 UTC,,,,58.0
178518,122849,97717,10658,481970,Cancelled,2025-04-04 17:46:10.000000 UTC,,,,58.0
178518,122849,97717,10658,481970,Cancelled,2025-04-04 17:46:10.000000 UTC,,,,58.0
178550,122874,97736,5480,482056,Cancelled,2025-06-12 07:42:37.000000 UTC,,,,69.209999084472656
178551,122874,97736,8550,482059,Cancelled,2025-06-12 04:11:40.000000 UTC,,,,99.0
178550,122874,97736,5480,482056,Cancelled,2025-06-12 07:42:37.000000 UTC,,,,69.209999084472656
178551,122874,97736,8550,482059,Cancelled,2025-06-12 04:11:40.000000 UTC,,,,99.0
179085,123231,98018,1991,483490,Cancelled,2025-01-19 02:26:25.000000 UTC,,,,32.330001831054688
179085,123231,98018,1991,483490,Cancelled,2025-01-19 02:26:25.000000 UTC,,,,32.330001831054688
181493,124843,99275,7149,490061,Cancelled,2025-06-26 04:44:39.000000 UTC,,,,31.989999771118164
181494,124843,99275,1702,490063,Cancelled,2025-06-29 06:50:19.000000 UTC,,,,45.0
181495,124843,99275,8768,490065,Cancelled,2025-06-26 04:33:05.000000 UTC,,,,63.229999542236328
181493,124843,99275,7149,490061,Cancelled,2025-06-26 04:44:39.000000 UTC,,,,31.989999771118164
181494,124843,99275,1702,490063,Cancelled,2025-06-29 06:50:19.000000 UTC,,,,45.0
181495,124843,99275,8768,490065,Cancelled,2025-06-26 04:33:05.000000 UTC,,,,63.229999542236328
2722,1847,1477,10338,7335,Complete,2025-06-17 18:16:42.000000 UTC,2025-06-19 20:47:00.000000 UTC,2025-06-22 09:41:00.000000 UTC,,34.9900016784668
2722,1847,1477,10338,7335,Complete,2025-06-17 18:16:42.000000 UTC,2025-06-19 20:47:00.000000 UTC,2025-06-22 09:41:00.000000 UTC,,34.9900016784668
2723,1848,1477,2166,7339,Complete,2025-10-04 16:13:35.000000 UTC,2025-10-06 14:41:00.000000 UTC,2025-10-08 00:15:00.000000 UTC,,69.199996948242188
2723,1848,1477,2166,7339,Complete,2025-10-04 16:13:35.000000 UTC,2025-10-06 14:41:00.000000 UTC,2025-10-08 00:15:00.000000 UTC,,69.199996948242188
3010,2035,1616,2368,8119,Complete,2025-10-17 13:32:49.000000 UTC,2025-10-19 23:19:00.000000 UTC,2025-10-24 08:18:00.000000 UTC,,51.9900016784668
3668,2479,1936,6766,9913,Complete,2025-08-17 00:39:52.000000 UTC,2025-08-18 05:30:00.000000 UTC,2025-08-20 10:17:00.000000 UTC,,10.119999885559082
4526,3083,2455,2588,12201,Complete,2025-09-19 13:35:12.000000 UTC,2025-09-20 20:07:00.000000 UTC,2025-09-21 21:39:00.000000 UTC,,12.0
4526,3083,2455,2588,12201,Complete,2025-09-19 13:35:12.000000 UTC,2025-09-20 20:07:00.000000 UTC,2025-09-21 21:39:00.000000 UTC,,12.0
4526,3083,2455,2588,12201,Complete,2025-09-19 13:35:12.000000 UTC,2025-09-20 20:07:00.000000 UTC,2025-09-21 21:39:00.000000 UTC,,12.0
4531,3085,2455,289,12216,Complete,2025-09-21 11:54:26.000000 UTC,2025-09-21 13:37:00.000000 UTC,2025-09-23 14:41:00.000000 UTC,,11.989999771118164
4530,3085,2455,6314,12212,Complete,2025-09-23 14:38:34.000000 UTC,2025-09-21 13:37:00.000000 UTC,2025-09-23 14:41:00.000000 UTC,,17.5
4529,3085,2455,2055,12209,Complete,2025-09-21 15:06:13.000000 UTC,2025-09-21 13:37:00.000000 UTC,2025-09-23 14:41:00.000000 UTC,,79.949996948242173
4528,3085,2455,13590,12206,Complete,2025-09-23 14:08:04.000000 UTC,2025-09-21 13:37:00.000000 UTC,2025-09-23 14:41:00.000000 UTC,,110.0
