id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
13671,14.317660740252734,Accessories,Plain Colour Design 100% Pashmina Shawl Scarf Wrap Stole Throw,Pashmina,32.9900016784668,Women,CC0A521E0F695AA06ED11384FB616AC3,2
5059,19.635090839620528,Jeans,Levi's Juniors' Demi Curve ID Skinny Jean,Levi's,39.9900016784668,Women,70117EE3C0B15A2950F1E82A215E812B,4
104,105.92999966070056,Tops & Tees,Plenty by Tracy Reese Women's Open Placket Shirt,Plenty by Tracy Reese,198.0,Women,C9E1074F5B3F9FC8EA15D152ADD07294,1
4039,37.988999890163534,Dresses,maxandcleo Women's Madilyn Dress,maxandcleo,81.0,Women,1CD73BE1E256A7405516501E94E892AC,10
4039,37.988999890163534,Dresses,maxandcleo Women's Madilyn Dress,maxandcleo,81.0,Women,1CD73BE1E256A7405516501E94E892AC,10
4039,37.988999890163534,Dresses,maxandcleo Women's Madilyn Dress,maxandcleo,81.0,Women,1CD73BE1E256A7405516501E94E892AC,10
4039,37.988999890163534,Dresses,maxandcleo Women's Madilyn Dress,maxandcleo,81.0,Women,1CD73BE1E256A7405516501E94E892AC,10
7486,10.707089824657736,Blazers & Jackets,Collections Etc - Flutter Long Sleeve Jersey Knit Jacket,Samanthas Style Shoppe,26.969999313354489,Women,30543A51B7A21D5312FDDDFEECAFB3D4,6
7486,10.707089824657736,Blazers & Jackets,Collections Etc - Flutter Long Sleeve Jersey Knit Jacket,Samanthas Style Shoppe,26.969999313354489,Women,30543A51B7A21D5312FDDDFEECAFB3D4,6
8647,56.022048406750713,Outerwear & Coats,Volcom Juniors Park It Parka,Volcom,119.4499969482422,Women,C47EEDBCF5A800EE4216797E5665EB21,4
7620,84.744000613689423,Blazers & Jackets,Splendid Women's Navy Stripe Jersey Blazer,Splendid,198.0,Women,DF27D2E23BF500EB010B2BC1A59B56D1,10
8647,56.022048406750713,Outerwear & Coats,Volcom Juniors Park It Parka,Volcom,119.4499969482422,Women,C47EEDBCF5A800EE4216797E5665EB21,4
7620,84.744000613689423,Blazers & Jackets,Splendid Women's Navy Stripe Jersey Blazer,Splendid,198.0,Women,DF27D2E23BF500EB010B2BC1A59B56D1,10
8647,56.022048406750713,Outerwear & Coats,Volcom Juniors Park It Parka,Volcom,119.4499969482422,Women,C47EEDBCF5A800EE4216797E5665EB21,4
7620,84.744000613689423,Blazers & Jackets,Splendid Women's Navy Stripe Jersey Blazer,Splendid,198.0,Women,DF27D2E23BF500EB010B2BC1A59B56D1,10
7160,13.369199480506779,Skirts,Levi's Women's 512 Skirt,Levi's,34.279998779296875,Women,525B8410CC8612283C9ECAF9A319F8ED,4
7160,13.369199480506779,Skirts,Levi's Women's 512 Skirt,Levi's,34.279998779296875,Women,525B8410CC8612283C9ECAF9A319F8ED,4
7160,13.369199480506779,Skirts,Levi's Women's 512 Skirt,Levi's,34.279998779296875,Women,525B8410CC8612283C9ECAF9A319F8ED,4
11321,42.239999938756235,Intimates,Leonisa Celebrity Style Body Shaper 018674,Leonisa,80.0,Women,FE09F091F5C661AFDF1F5069A4136735,4
11321,42.239999938756235,Intimates,Leonisa Celebrity Style Body Shaper 018674,Leonisa,80.0,Women,FE09F091F5C661AFDF1F5069A4136735,4
11321,42.239999938756235,Intimates,Leonisa Celebrity Style Body Shaper 018674,Leonisa,80.0,Women,FE09F091F5C661AFDF1F5069A4136735,4
1618,18.12510083071664,Fashion Hoodies & Sweatshirts,Live Love Color Guard Hoodie Sweatshirt,Activewear Apparel,36.9900016784668,Women,F60BB6BB4C96D4DF93C51BD69DCC15A0,1
1618,18.12510083071664,Fashion Hoodies & Sweatshirts,Live Love Color Guard Hoodie Sweatshirt,Activewear Apparel,36.9900016784668,Women,F60BB6BB4C96D4DF93C51BD69DCC15A0,1
1618,18.12510083071664,Fashion Hoodies & Sweatshirts,Live Love Color Guard Hoodie Sweatshirt,Activewear Apparel,36.9900016784668,Women,F60BB6BB4C96D4DF93C51BD69DCC15A0,1
1618,18.12510083071664,Fashion Hoodies & Sweatshirts,Live Love Color Guard Hoodie Sweatshirt,Activewear Apparel,36.9900016784668,Women,F60BB6BB4C96D4DF93C51BD69DCC15A0,1
9883,79.499999992549419,Sleep & Lounge,Women's Silk Caftan - 100% Silk Hand Painted & Hand Dyed (The Lotus) - Exquisite Gift for Women,TexereSilk,125.0,Women,959A464736661E9D1FBE59D2D1743276,2
10368,19.209510876638589,Intimates,Playtex Women's Comfort Lace Wirefree Bra,Playtex,34.9900016784668,Women,8C2D7D2728733CAD5681B6B79AE799E4,5
13557,30.186000153422359,Swim,Jantzen Women's Speck-tacular Top,Jantzen,78.0,Women,B695C680F92ED7EFBE95D056782827AD,4
10368,19.209510876638589,Intimates,Playtex Women's Comfort Lace Wirefree Bra,Playtex,34.9900016784668,Women,8C2D7D2728733CAD5681B6B79AE799E4,5
13557,30.186000153422359,Swim,Jantzen Women's Speck-tacular Top,Jantzen,78.0,Women,B695C680F92ED7EFBE95D056782827AD,4
10368,19.209510876638589,Intimates,Playtex Women's Comfort Lace Wirefree Bra,Playtex,34.9900016784668,Women,8C2D7D2728733CAD5681B6B79AE799E4,5
13557,30.186000153422359,Swim,Jantzen Women's Speck-tacular Top,Jantzen,78.0,Women,B695C680F92ED7EFBE95D056782827AD,4
10738,10.240000002086164,Intimates,Cosabella Women's Never Say Never Cutie Thong,Cosabella,20.0,Women,64FBD809686715480C30159FA7D89D85,10
10,32.665499923750758,Tops & Tees,Calvin Klein Women's Plus-Size Print Drape Top,Calvin Klein,59.5,Women,D3D9446802A44259755D38E6D163E820,3
10,32.665499923750758,Tops & Tees,Calvin Klein Women's Plus-Size Print Drape Top,Calvin Klein,59.5,Women,D3D9446802A44259755D38E6D163E820,3
10,32.665499923750758,Tops & Tees,Calvin Klein Women's Plus-Size Print Drape Top,Calvin Klein,59.5,Women,D3D9446802A44259755D38E6D163E820,3
10,32.665499923750758,Tops & Tees,Calvin Klein Women's Plus-Size Print Drape Top,Calvin Klein,59.5,Women,D3D9446802A44259755D38E6D163E820,3
14697,14.450870715626628,Maternity,Julia Crossover Twist Pregnancy and Nursing Top,Ecoscapes,34.9900016784668,Women,D0EC7DEB55FED8949EFB61CF1FA39004,2
14697,14.450870715626628,Maternity,Julia Crossover Twist Pregnancy and Nursing Top,Ecoscapes,34.9900016784668,Women,D0EC7DEB55FED8949EFB61CF1FA39004,2
14697,14.450870715626628,Maternity,Julia Crossover Twist Pregnancy and Nursing Top,Ecoscapes,34.9900016784668,Women,D0EC7DEB55FED8949EFB61CF1FA39004,2
14697,14.450870715626628,Maternity,Julia Crossover Twist Pregnancy and Nursing Top,Ecoscapes,34.9900016784668,Women,D0EC7DEB55FED8949EFB61CF1FA39004,2
9575,35.771400560113044,Sleep & Lounge,Cuddl Duds Women's Soft Wear Lace Long Sleeve V-Neck,Cuddl Duds,58.450000762939446,Women,4D8BD3F7351F4FEE76BA17594F070DDD,1
9575,35.771400560113044,Sleep & Lounge,Cuddl Duds Women's Soft Wear Lace Long Sleeve V-Neck,Cuddl Duds,58.450000762939446,Women,4D8BD3F7351F4FEE76BA17594F070DDD,1
9575,35.771400560113044,Sleep & Lounge,Cuddl Duds Women's Soft Wear Lace Long Sleeve V-Neck,Cuddl Duds,58.450000762939446,Women,4D8BD3F7351F4FEE76BA17594F070DDD,1
9575,35.771400560113044,Sleep & Lounge,Cuddl Duds Women's Soft Wear Lace Long Sleeve V-Neck,Cuddl Duds,58.450000762939446,Women,4D8BD3F7351F4FEE76BA17594F070DDD,1
11965,12.527999974787235,Intimates,VIVILLI Sexy Lace Babydoll Set-Red,VIVILLI,24.0,Women,0EB6B47E9A12675CA159D5F20464ADF3,1
11965,12.527999974787235,Intimates,VIVILLI Sexy Lace Babydoll Set-Red,VIVILLI,24.0,Women,0EB6B47E9A12675CA159D5F20464ADF3,1
784,55.929999858140953,Sweaters,Lucky Brand Women's Newport Sweater,Lucky Brand,119.0,Women,FC8001F834F6A5F0561080D134D53D29,5
8604,191.51999943517148,Outerwear & Coats,Arc'teryx Women's Lanea Long Coat,Arc'teryx,399.0,Women,0996DD16B0020A17A26B94F4675FD3DA,3
9819,14.932059624222164,Sleep & Lounge,Collections Etc - Purple Panne Velvet Zip Front Robe,Samanthas Style Shoppe,24.969999313354489,Women,373CB8CD58CAD5F1309B31C56E2D5A83,6
9819,14.932059624222164,Sleep & Lounge,Collections Etc - Purple Panne Velvet Zip Front Robe,Samanthas Style Shoppe,24.969999313354489,Women,373CB8CD58CAD5F1309B31C56E2D5A83,6
5751,8.33404022928238,Leggings,Red Dot Women's Cropped Legging,Red Dot,13.640000343322754,Women,A4C42BFD5F5130DDF96E34A036C75E0A,8
5751,8.33404022928238,Leggings,Red Dot Women's Cropped Legging,Red Dot,13.640000343322754,Women,A4C42BFD5F5130DDF96E34A036C75E0A,8
5751,8.33404022928238,Leggings,Red Dot Women's Cropped Legging,Red Dot,13.640000343322754,Women,A4C42BFD5F5130DDF96E34A036C75E0A,8
7244,10.616459871605931,Skirts,Satin Ruffle Skirt - Swing Skirt in Burgundy,Hey Viv !,29.989999771118164,Women,464074179972CBBD75A39ABC6954CD12,7
7244,10.616459871605931,Skirts,Satin Ruffle Skirt - Swing Skirt in Burgundy,Hey Viv !,29.989999771118164,Women,464074179972CBBD75A39ABC6954CD12,7
8847,7.6999999769032,Socks & Hosiery,Solmate Mismatched Adult Cotton Socks Made in USA,Solmate,20.0,Women,C6224C1BE072BF5556817749C32E40C6,10
8847,7.6999999769032,Socks & Hosiery,Solmate Mismatched Adult Cotton Socks Made in USA,Solmate,20.0,Women,C6224C1BE072BF5556817749C32E40C6,10
8847,7.6999999769032,Socks & Hosiery,Solmate Mismatched Adult Cotton Socks Made in USA,Solmate,20.0,Women,C6224C1BE072BF5556817749C32E40C6,10
8847,7.6999999769032,Socks & Hosiery,Solmate Mismatched Adult Cotton Socks Made in USA,Solmate,20.0,Women,C6224C1BE072BF5556817749C32E40C6,10
14969,13.795399921527505,Maternity,Womama Ocean Dreams Panties Clearance Special,Womama,29.989999771118164,Women,B0A939DC23F32D19BFC5AD11BBFAF093,7
8234,117.70799589779972,Suits,Anne Klein Women's Glen Plaid Pant Suit,Anne Klein,196.17999267578125,Women,EF8B5FCC338E003145AC9C134754DB71,2
2729,16.858900397191665,Active,Women's Cycling Knickers Padded Spandex Capri,Aero Tech Designs,39.950000762939446,Women,B7F1F29DB7C23648F2BB8D6A8EE0469B,10
2729,16.858900397191665,Active,Women's Cycling Knickers Padded Spandex Capri,Aero Tech Designs,39.950000762939446,Women,B7F1F29DB7C23648F2BB8D6A8EE0469B,10
2729,16.858900397191665,Active,Women's Cycling Knickers Padded Spandex Capri,Aero Tech Designs,39.950000762939446,Women,B7F1F29DB7C23648F2BB8D6A8EE0469B,10
2729,16.858900397191665,Active,Women's Cycling Knickers Padded Spandex Capri,Aero Tech Designs,39.950000762939446,Women,B7F1F29DB7C23648F2BB8D6A8EE0469B,10
2124,17.55221945325259,Fashion Hoodies & Sweatshirts,Joie Women's Solomon Terry Sweatshirt,Joie,37.029998779296882,Women,EF41D488755367316F04FC0E0E9DC9FC,2
3453,44.321999970823526,Dresses,Anne Klein Women's Split Neck Shift Dress,Anne Klein,89.0,Women,F356355C1634839CF42769E7F30905A3,2
1238,15.513119963829515,Sweaters,Sag Harbor Women's Plus-Size Long Sleeve Cashmerlon Cardigan,Sag Harbor,31.920000076293945,Women,D38901788C533E8286CB6400B40B386D,1
5009,33.6374999564141,Jeans,Torrid Plus Size Torrid Denim - Blue Wash Isabella Bootleg Jeans (Regular),Torrid,58.5,Women,E9470886ECAB9743FB7EA59420C245D2,9
8024,28.167139903985561,Blazers & Jackets,Sutton Studio Petite Solid Jacket,Sutton Studio,78.459999084472656,Women,859555C74E9AFD45AB771C615C1E49A6,3
8024,28.167139903985561,Blazers & Jackets,Sutton Studio Petite Solid Jacket,Sutton Studio,78.459999084472656,Women,859555C74E9AFD45AB771C615C1E49A6,3
6712,12.399999995250257,Shorts,WHAT GOES AROUND COMES AROUND Women's Fifi Short,What Goes Around Comes Around,25.0,Women,5726DAF2C9EE0F955ECA58291C26D2F3,10
12948,13.915200206744672,Swim,Body Glove Juniors Camper Boardshort,Body Glove,35.680000305175781,Women,24322CAB50D699DF38E74EE891F86F77,8
12948,13.915200206744672,Swim,Body Glove Juniors Camper Boardshort,Body Glove,35.680000305175781,Women,24322CAB50D699DF38E74EE891F86F77,8
6024,44.382000155746937,Leggings,Yummie Tummie Rhiannon Rib Legging - Black - Large,Yummie Tummie,78.0,Women,3BD8FDB090F1F5EB66A00C84DBC5AD51,1
6024,44.382000155746937,Leggings,Yummie Tummie Rhiannon Rib Legging - Black - Large,Yummie Tummie,78.0,Women,3BD8FDB090F1F5EB66A00C84DBC5AD51,1
3726,10.820669859187603,Dresses,Short Sleeve Sheer Sweetheart Neckline Fitted Evening Mini Cocktail Dress S M L,Hot from Hollywood,24.989999771118164,Women,9FE77AC7060E716F2D42631D156825C0,1
11003,12.324999971315265,Intimates,Angelina Microfiber Boxer / Boy Shorts with Lace 8 Assorted Colors in a Dozen (12 Pairs) Pack #912,Angelina,25.0,Women,2DA6A99A5CE7553B10FB03803D4994A9,8
2620,48.236000284552574,Active,Beyond Yoga Women's Long Curve Jacket,Beyond Yoga,124.0,Women,8BD39EAE38511DAAD6152E84545E504D,4
14140,2.7820198978251041,Accessories,Striped Pashmina shawl wrap with sparkly glitter thread. Beautiful striped unique designs.,Pashminas4u,6.9899997711181641,Women,8DA31BAAF4D91041F5182B073699EC89,9
3603,6.8916898992075035,Dresses,Womens Boobtube Knot Bow Maxi Long Dress MTC,MTC,15.989999771118164,Women,6A8018B3A00B69C008601B8BECAE392B,4
3603,6.8916898992075035,Dresses,Womens Boobtube Knot Bow Maxi Long Dress MTC,MTC,15.989999771118164,Women,6A8018B3A00B69C008601B8BECAE392B,4
3603,6.8916898992075035,Dresses,Womens Boobtube Knot Bow Maxi Long Dress MTC,MTC,15.989999771118164,Women,6A8018B3A00B69C008601B8BECAE392B,4
11081,12.383999973535538,Intimates,ASSETS Red Hot Label High Waist Shaping Tights 1838,Assets,24.0,Women,77772713A7D7E02B10CA9BD90E4F6A31,4
2826,12.921000029891728,Active,Ladies Velour Hoody Tracksuit Kangaroo Pocket Red,FineBrandShop,29.5,Women,12311D05C9AA67765703984239511212,7
1038,20.56385988324076,Sweaters,LAmade Women's 3/4 Sleeve Open Neck Top,LAmade,43.6599998474121,Women,6D70CB65D15211726DCCE4C0E971E21C,2
15573,31.61999998614192,Plus,Le Mystere Women's Tisha Bra,Le Mystere,62.0,Women,83E1EB5E45BDACF57657DF336E1E0F32,8
11081,12.383999973535538,Intimates,ASSETS Red Hot Label High Waist Shaping Tights 1838,Assets,24.0,Women,77772713A7D7E02B10CA9BD90E4F6A31,4
2826,12.921000029891728,Active,Ladies Velour Hoody Tracksuit Kangaroo Pocket Red,FineBrandShop,29.5,Women,12311D05C9AA67765703984239511212,7
1038,20.56385988324076,Sweaters,LAmade Women's 3/4 Sleeve Open Neck Top,LAmade,43.6599998474121,Women,6D70CB65D15211726DCCE4C0E971E21C,2
15573,31.61999998614192,Plus,Le Mystere Women's Tisha Bra,Le Mystere,62.0,Women,83E1EB5E45BDACF57657DF336E1E0F32,8
11081,12.383999973535538,Intimates,ASSETS Red Hot Label High Waist Shaping Tights 1838,Assets,24.0,Women,77772713A7D7E02B10CA9BD90E4F6A31,4
2826,12.921000029891728,Active,Ladies Velour Hoody Tracksuit Kangaroo Pocket Red,FineBrandShop,29.5,Women,12311D05C9AA67765703984239511212,7
1038,20.56385988324076,Sweaters,LAmade Women's 3/4 Sleeve Open Neck Top,LAmade,43.6599998474121,Women,6D70CB65D15211726DCCE4C0E971E21C,2
15573,31.61999998614192,Plus,Le Mystere Women's Tisha Bra,Le Mystere,62.0,Women,83E1EB5E45BDACF57657DF336E1E0F32,8
11081,12.383999973535538,Intimates,ASSETS Red Hot Label High Waist Shaping Tights 1838,Assets,24.0,Women,77772713A7D7E02B10CA9BD90E4F6A31,4
2826,12.921000029891728,Active,Ladies Velour Hoody Tracksuit Kangaroo Pocket Red,FineBrandShop,29.5,Women,12311D05C9AA67765703984239511212,7
1038,20.56385988324076,Sweaters,LAmade Women's 3/4 Sleeve Open Neck Top,LAmade,43.6599998474121,Women,6D70CB65D15211726DCCE4C0E971E21C,2
15573,31.61999998614192,Plus,Le Mystere Women's Tisha Bra,Le Mystere,62.0,Women,83E1EB5E45BDACF57657DF336E1E0F32,8
4154,12.64493986221537,Jumpsuits & Rompers,AX Paris Floral Print Romper,AxParis,24.989999771118164,Women,BD22C2EF9E6F0FA97825C6BE879F8FA4,4
14382,17.2659004167825,Maternity,Bellybra Maternity Support Tank,BellyBra,42.950000762939446,Women,60C4A88BAC6125D490AF523A8C94E5E1,9
4154,12.64493986221537,Jumpsuits & Rompers,AX Paris Floral Print Romper,AxParis,24.989999771118164,Women,BD22C2EF9E6F0FA97825C6BE879F8FA4,4
14382,17.2659004167825,Maternity,Bellybra Maternity Support Tank,BellyBra,42.950000762939446,Women,60C4A88BAC6125D490AF523A8C94E5E1,9
4154,12.64493986221537,Jumpsuits & Rompers,AX Paris Floral Print Romper,AxParis,24.989999771118164,Women,BD22C2EF9E6F0FA97825C6BE879F8FA4,4
14382,17.2659004167825,Maternity,Bellybra Maternity Support Tank,BellyBra,42.950000762939446,Women,60C4A88BAC6125D490AF523A8C94E5E1,9
4154,12.64493986221537,Jumpsuits & Rompers,AX Paris Floral Print Romper,AxParis,24.989999771118164,Women,BD22C2EF9E6F0FA97825C6BE879F8FA4,4
14382,17.2659004167825,Maternity,Bellybra Maternity Support Tank,BellyBra,42.950000762939446,Women,60C4A88BAC6125D490AF523A8C94E5E1,9
8550,42.5699999704957,Outerwear & Coats,Merrell Women's Delilah Long Fleece Sweater Jacket,Merrell,99.0,Women,E992111E4AB9985366E806733383BD8C,8
13595,6.1949999816715717,Accessories,Scarfand's Leopard Infinity Scarf,Scarfand,15.0,Women,E30C5701E13A4E6E137D71EB71C416B4,10
8466,62.395202452703558,Outerwear & Coats,Carhartt 100152 Women's Camden Plaid Wool Jacket,Carhartt,129.99000549316406,Women,B5200C6107FC3D41D19A2B66835C3974,3
5063,87.375892796815023,Jeans,7 For All Mankind Women's The Skinny Jean,7 For All Mankind,170.99000549316406,Women,35A0F1963430DA063133BA27D695F851,8
7387,14.17095062372945,Skirts,Plus Size White Moon Skirt,Blue Plate,34.9900016784668,Women,21BE992EB8016E541A15953EEE90760E,10
7387,14.17095062372945,Skirts,Plus Size White Moon Skirt,Blue Plate,34.9900016784668,Women,21BE992EB8016E541A15953EEE90760E,10
7387,14.17095062372945,Skirts,Plus Size White Moon Skirt,Blue Plate,34.9900016784668,Women,21BE992EB8016E541A15953EEE90760E,10
4623,48.905999902635806,Jeans,Miss Me JEANS - PARADISE BORDER BOOT LADIES WOVEN PANTS,Miss Me,99.0,Women,83EAA6722798A773DD55E8FC7443AA09,3
3214,60.165999893797562,Dresses,Jones New York Women's Printed Matte Jersey Bateau Neck Godet Dress,Jones New York,134.0,Women,89D4402DC03D3B7318BBAC10203034AB,3
4623,48.905999902635806,Jeans,Miss Me JEANS - PARADISE BORDER BOOT LADIES WOVEN PANTS,Miss Me,99.0,Women,83EAA6722798A773DD55E8FC7443AA09,3
3214,60.165999893797562,Dresses,Jones New York Women's Printed Matte Jersey Bateau Neck Godet Dress,Jones New York,134.0,Women,89D4402DC03D3B7318BBAC10203034AB,3
4623,48.905999902635806,Jeans,Miss Me JEANS - PARADISE BORDER BOOT LADIES WOVEN PANTS,Miss Me,99.0,Women,83EAA6722798A773DD55E8FC7443AA09,3
3214,60.165999893797562,Dresses,Jones New York Women's Printed Matte Jersey Bateau Neck Godet Dress,Jones New York,134.0,Women,89D4402DC03D3B7318BBAC10203034AB,3
4623,48.905999902635806,Jeans,Miss Me JEANS - PARADISE BORDER BOOT LADIES WOVEN PANTS,Miss Me,99.0,Women,83EAA6722798A773DD55E8FC7443AA09,3
3214,60.165999893797562,Dresses,Jones New York Women's Printed Matte Jersey Bateau Neck Godet Dress,Jones New York,134.0,Women,89D4402DC03D3B7318BBAC10203034AB,3
9074,2.89913000976935,Socks & Hosiery,Foot Traffic Rainbow Stripe Women's Socks [Apparel] - One Size,Foot Traffic,7.690000057220459,Women,6D8E4836F22D0A921638C5A785A62896,6
8943,4.453020024966,Socks & Hosiery,HANES Sport Women's Low Cut Socks - 6 Pairs - 415/6,Hanes,10.380000114440918,Women,80C60E6CCCA996995B273E51B04D6B9C,3
12052,11.434279844356032,Intimates,Bslingerie Womens Black Red Chinese Dragon Brocade Boned Corset,Bslingerie,19.989999771118164,Women,BE929A31E71B3ACF2B3DD3B71C858614,2
12168,12.88799998909235,Intimates,Sexy Lace Babydoll -RoyalBlue,SY,24.0,Women,27DBB28EA03FD64AE84F717F6DFAC59C,4
9074,2.89913000976935,Socks & Hosiery,Foot Traffic Rainbow Stripe Women's Socks [Apparel] - One Size,Foot Traffic,7.690000057220459,Women,6D8E4836F22D0A921638C5A785A62896,6
8943,4.453020024966,Socks & Hosiery,HANES Sport Women's Low Cut Socks - 6 Pairs - 415/6,Hanes,10.380000114440918,Women,80C60E6CCCA996995B273E51B04D6B9C,3
12052,11.434279844356032,Intimates,Bslingerie Womens Black Red Chinese Dragon Brocade Boned Corset,Bslingerie,19.989999771118164,Women,BE929A31E71B3ACF2B3DD3B71C858614,2
12168,12.88799998909235,Intimates,Sexy Lace Babydoll -RoyalBlue,SY,24.0,Women,27DBB28EA03FD64AE84F717F6DFAC59C,4
5285,38.627999922260642,Pants & Capris,Oakley Women's Runner Pant,Oakley,74.0,Women,151DE84CCA69258B17375E2F44239191,8
2524,8.2980000525712967,Active,3-pack Spaghetti Strap Sport Bras Fruit of the Loom,Fruit of the Loom,18.0,Women,31C97CBB941D3E92D0E6F9925E9BC4D7,10
2524,8.2980000525712967,Active,3-pack Spaghetti Strap Sport Bras Fruit of the Loom,Fruit of the Loom,18.0,Women,31C97CBB941D3E92D0E6F9925E9BC4D7,10
11835,14.500000001862643,Intimates,Living Dead Souls Womens/Juniors Sexy Lace Camisole- Pink/Black,Living Dead Souls,25.0,Women,A73D18446F20A30BE28C26AB513DA8D8,6
7359,54.119999773800366,Skirts,Heather Women's Pencil Skirt,Heather,132.0,Women,B80BA73857EED2A36DC7640E2310055A,1
11835,14.500000001862643,Intimates,Living Dead Souls Womens/Juniors Sexy Lace Camisole- Pink/Black,Living Dead Souls,25.0,Women,A73D18446F20A30BE28C26AB513DA8D8,6
7359,54.119999773800366,Skirts,Heather Women's Pencil Skirt,Heather,132.0,Women,B80BA73857EED2A36DC7640E2310055A,1
11835,14.500000001862643,Intimates,Living Dead Souls Womens/Juniors Sexy Lace Camisole- Pink/Black,Living Dead Souls,25.0,Women,A73D18446F20A30BE28C26AB513DA8D8,6
7359,54.119999773800366,Skirts,Heather Women's Pencil Skirt,Heather,132.0,Women,B80BA73857EED2A36DC7640E2310055A,1
11835,14.500000001862643,Intimates,Living Dead Souls Womens/Juniors Sexy Lace Camisole- Pink/Black,Living Dead Souls,25.0,Women,A73D18446F20A30BE28C26AB513DA8D8,6
7359,54.119999773800366,Skirts,Heather Women's Pencil Skirt,Heather,132.0,Women,B80BA73857EED2A36DC7640E2310055A,1
14379,4.96117006921947,Maternity,Allegra K Women Boat Neck Gold Tone Zipper Decor Burgundy Kint Sweater S,Allegra K,12.130000114440918,Women,6F7BC4BAEB295716FA1DBBF64887FCFF,9
8026,59.408000393770642,Blazers & Jackets,IGIGI by Yuliya Raquel Plus Size Monroe Jacket,IGIGI by Yuliya Raquel,158.0,Women,E6872F5BBE75073F8C7CFB93DE7F6F3A,2
8026,59.408000393770642,Blazers & Jackets,IGIGI by Yuliya Raquel Plus Size Monroe Jacket,IGIGI by Yuliya Raquel,158.0,Women,E6872F5BBE75073F8C7CFB93DE7F6F3A,2
13554,47.458000279963017,Swim,Miraclesuit DD-Cup Rendezvous Swimsuit,Miraclesuit,122.0,Women,4A9F57C5DADF5BC6555A2E754CA3CFA7,5
5759,8.88209978813827,Leggings,Anna-Kaci S/M Fit Multicolored Punk Rock Skull Head Pattern Leggings Tights,Anna-Kaci,13.899999618530272,Women,BFF624C3A469DCE7C45CE151902222BA,7
4753,43.507999915629625,Jeans,KUT from the Kloth Women's Diana Skinny Leg Jean,KUT from the Kloth,74.5,Women,DFC6AA246E88AB3E32CAEAAECF433550,8
4753,43.507999915629625,Jeans,KUT from the Kloth Women's Diana Skinny Leg Jean,KUT from the Kloth,74.5,Women,DFC6AA246E88AB3E32CAEAAECF433550,8
